"","Estimate","upperCI","Cul"
"448",24773.8167012062,25772.957311055,"x"
"449",24870.2169529072,25931.9566200505,"x"
"450",24310.2562644737,24657.3636779964,"x"
"451",24867.5235963227,25760.4678648038,"x"
"452",24712.7285316014,25420.4477064383,"x"
"453",24808.5672728953,25678.5864276386,"x"
"454",24445.0545135005,25046.7166179639,"x"
"455",24567.7656885115,25061.8743507828,"x"
"456",24661.0183546918,25465.5772245815,"x"
"457",24496.2604837475,25167.8867038594,"x"
"458",24898.5842907148,25778.6050504481,"x"
"459",25157.7558369647,26469.0290863822,"x"
"460",24397.0231397691,24805.0110058938,"x"
"461",25183.7236091324,26507.7447742106,"x"
"462",24435.8135463367,25093.4914097359,"x"
"463",24873.3535114382,25819.3051979983,"x"
"464",24998.9990050231,25770.3615284465,"x"
"465",24953.7512686642,26230.2892454321,"x"
"466",24428.177931786,24964.7387525692,"x"
"467",24468.4430151528,24992.0895715518,"x"
"468",24561.0568157183,25142.285869598,"x"
"469",24666.446701721,25449.2256651292,"x"
"470",24835.9203259127,25740.3419818302,"x"
"471",25536.7241366328,27116.4194451713,"x"
"472",24253.3270333777,24620.3045269037,"x"
"473",24416.6130820769,25038.6762001494,"x"
"474",24366.1598870415,24812.7478180705,"x"
"475",24367.5905283721,25032.3980134049,"x"
"476",24511.5809544618,25134.1107527269,"x"
"477",24494.7591981776,25120.4675850825,"x"
"478",24654.2479204144,25405.6637448656,"x"
"479",24740.2150032019,25727.6515867075,"x"
"480",24804.5825588901,25785.9057030679,"x"
"481",24414.9090635338,25007.6125645074,"x"
"482",24313.9206285259,24583.9282728347,"x"
"483",24492.9793940451,24966.6409632195,"x"
"484",25019.3201460353,26160.1687991606,"x"
"485",24361.3791017777,24675.6918654121,"x"
"486",24583.1202600495,25302.5263238533,"x"
"487",25644.872067108,27552.0962762143,"x"
"488",25173.9417728774,26352.8286643605,"x"
"489",24664.3138649416,25761.9366861716,"x"
"490",24904.1699838307,25758.1458892299,"x"
"491",24914.2839580926,25966.0402642183,"x"
"492",24511.8786534687,25034.8365292738,"x"
"493",24473.2904156799,25083.1073184777,"x"
"494",24682.2469497308,25537.7618178681,"x"
"495",24813.4098807537,25921.3532342827,"x"
"496",24871.7874182998,25860.0291788617,"x"
"497",24678.3255758732,25251.097994897,"x"
"498",24632.8031714534,25407.976652739,"x"
"499",25012.1170647666,26229.0131780824,"x"
"500",24623.2359006698,25534.6278786298,"x"
"501",24696.6644974765,25415.0753266559,"x"
"502",24268.378646619,24540.1872980372,"x"
"503",24378.0471760642,25040.2852806728,"x"
"504",24699.8831592098,25569.2589312629,"x"
"505",25324.1229347208,26764.9568879167,"x"
"506",24485.6362176685,25216.1933058806,"x"
"507",24806.9918711353,25647.7613501728,"x"
"508",24778.9916121819,25657.8515820274,"x"
"509",25098.8422824585,26310.3297997502,"x"
"510",24758.405029056,25389.283114858,"x"
"511",24667.8981710175,25363.356565957,"x"
"512",24866.3285983512,25962.6220504511,"x"
