"","Estimate","upperCI","Cul"
"299",16030.3526022755,-10771.4268663025,"x"
"300",11062.3323627014,1700.65025231885,"x"
"301",15799.8092649149,-11626.9801469386,"x"
"302",14202.2308856109,-6187.93178936178,"x"
"303",14913.5478419901,-8971.21754401924,"x"
"304",15118.9905714008,-11519.3289157541,"x"
"305",16246.0858611462,-11476.5034795137,"x"
"306",13372.634851551,-4520.9349713848,"x"
"307",11523.1358783224,-123.189367822652,"x"
"308",18155.553518322,-16288.6990992435,"x"
"309",16290.324225817,-11519.3833915856,"x"
"310",16157.4531164204,-12666.1285885466,"x"
"311",13700.8952738331,-6924.31530664005,"x"
"312",12051.7872381955,-958.441446592398,"x"
"313",13281.9738968067,-4991.20477328172,"x"
"314",16877.1031279866,-14069.4330832945,"x"
"315",14621.4115970559,-8746.28333190026,"x"
"316",14803.8394359234,-8654.15666263986,"x"
"317",16356.6528850951,-13345.563988608,"x"
"318",11828.5180677799,-619.413413337166,"x"
"319",17791.6012140487,-16107.258786936,"x"
"320",13280.0198046666,-3762.6865470806,"x"
"321",15585.9548358867,-9808.67459559468,"x"
"322",15336.9262156152,-8115.57702831299,"x"
"323",17222.9234168476,-14062.4826756095,"x"
"324",18256.7722642153,-16689.0608813235,"x"
"325",14227.8301371301,-8357.97335952885,"x"
"326",14854.8032813078,-7383.47813319446,"x"
"327",16648.178983921,-12851.2267055957,"x"
"328",15817.9797698868,-11598.7583495007,"x"
"329",12917.0003253453,-4598.82632296399,"x"
"330",13067.1615308502,-3202.30655953365,"x"
"331",17021.0501910285,-13353.4924346065,"x"
"332",14870.4621767539,-8488.2068581015,"x"
"333",14427.7261273194,-7362.98471396801,"x"
"334",12652.7776298781,-1449.2624702084,"x"
"335",17097.0261107723,-13778.7845570206,"x"
"336",17713.6916841904,-15398.3250312363,"x"
"337",14706.4140874432,-8675.35892423598,"x"
"338",14165.2216293966,-6243.10785272579,"x"
"339",13687.5806723831,-5877.41889948164,"x"
"340",14829.1023881811,-8544.64233714224,"x"
"341",18232.7119035516,-16867.0702908012,"x"
"342",16815.8050217736,-14034.0739474129,"x"
"343",12278.2541641321,-946.533842513263,"x"
"344",18842.7103389023,-17595.5228377012,"x"
"345",13350.8658933101,-4289.53823058754,"x"
"346",17912.4115711507,-15477.7295299511,"x"
"347",17981.8556164651,-15565.3066277777,"x"
"348",15296.1307959465,-8736.08989191692,"x"
"349",14112.327339583,-6861.29311984402,"x"
"350",14353.673052597,-6755.64033173585,"x"
"351",12953.8031744436,-4004.16590896028,"x"
"352",15144.8492789323,-9255.54977564669,"x"
"353",16262.3332466374,-11612.0904692089,"x"
"354",14462.2067492149,-8457.37741584821,"x"
"355",16873.6571402243,-13339.8809345719,"x"
"356",16494.0703581913,-12751.4597496526,"x"
"357",15659.2666516716,-11209.8595511404,"x"
"358",12593.5245857026,-2700.82908204987,"x"
"359",13672.5077090657,-4717.60830926327,"x"
"360",15721.9008720335,-11276.5783729725,"x"
"361",16606.1428214829,-12916.1792731781,"x"
"362",14451.3522761863,-7417.37591070336,"x"
"363",14446.1871059576,-7415.70068456734,"x"
"364",17744.9614202516,-14821.7875578958,"x"
"365",18271.1579176093,-16442.7162888768,"x"
"366",18210.1883330121,-16941.2174929219,"x"
"367",12411.6855705018,-1641.54149348764,"x"
"368",15587.4205676099,-10035.2022326237,"x"
"369",15503.7148443879,-11411.2469432434,"x"
"370",15331.0280172431,-9733.20608293761,"x"
"371",16120.3782574159,-12125.4220863034,"x"
"372",18266.9054067769,-16244.1916425156,"x"
"373",14682.1356359912,-9832.49049313512,"x"
"374",14503.4154867134,-8945.77305706612,"x"
"375",13870.131607497,-6888.83218863765,"x"
"376",17410.8572250259,-14868.4270011864,"x"
"377",17893.6846368187,-16193.8004752619,"x"
"378",15979.5691588646,-11761.6721939278,"x"
"379",13484.7557988853,-4774.06160137099,"x"
"380",14553.1173224684,-8682.1811431229,"x"
"381",16016.6098872631,-11883.4758035337,"x"
"382",13813.6875619792,-6454.76398446903,"x"
"383",15144.1467089123,-8841.36325005021,"x"
"384",16370.1821441674,-12229.2646573844,"x"
"385",12385.7379371797,-712.298975391739,"x"
"386",16723.3081242719,-12429.5133687915,"x"
"387",12914.8382560332,-5108.59455869039,"x"
"388",15002.2559125824,-8830.00534117612,"x"
"389",13493.7612645955,-6397.33410058893,"x"
"390",12056.4223615634,-450.901424265836,"x"
"391",15294.6647081156,-9583.79793260365,"x"
"392",15433.5178114172,-10432.1904008338,"x"
"393",15308.8738822057,-9745.07582325389,"x"
"394",16892.2594603289,-13394.5355924328,"x"
"395",17981.4978103782,-15509.9480325279,"x"
"396",15485.7786609398,-11325.4982477336,"x"
"397",14047.8965946436,-5759.35989416468,"x"
"398",12915.8082895108,-4456.3770643731,"x"
"399",16454.1406048691,-13090.0336739465,"x"
"400",17258.4390467903,-14821.5250030634,"x"
"401",14230.2582838459,-7350.37270741785,"x"
"402",14713.0738662531,-8181.1021348605,"x"
"403",14348.648264439,-9888.24431717857,"x"
"404",13408.5808057175,-5569.94296802679,"x"
"405",14853.5453127443,-7309.53358396444,"x"
"406",9454.54231908444,7688.30588451281,"x"
"407",12596.3745017812,-2940.08960765678,"x"
"408",10826.9992262336,3373.57350188934,"x"
"409",14960.5859689109,-8381.51095652283,"x"
"410",16282.6753530033,-12414.7050332306,"x"
"411",18746.4616083116,-17424.6315389606,"x"
"412",16143.0604108222,-12557.9562230357,"x"
"413",16275.0127069193,-12497.4454699394,"x"
"414",14650.2138130084,-6756.05975075469,"x"
"415",15009.9122835921,-8984.60444539077,"x"
"416",16758.484476184,-13455.2420590327,"x"
"417",14261.0821710902,-7565.49689051907,"x"
"418",13125.6306544763,-3116.75706018829,"x"
"419",14547.0569657916,-7008.53773937156,"x"
"420",14347.1016774948,-6737.75481363658,"x"
"421",12629.333237797,-4355.64115447394,"x"
"422",16010.8927967299,-11387.1335140326,"x"
"423",16538.7952842877,-12782.724397466,"x"
"424",16213.1719317425,-12109.1399565298,"x"
"425",17459.3559727899,-15223.8958724678,"x"
"426",16018.6669327359,-10946.6843848661,"x"
"427",8441.67725578077,10625.8827888469,"x"
"428",13170.4138524657,-3930.35017312517,"x"
"429",13140.1677849071,-4206.50492866937,"x"
"430",12497.4610185269,-2337.5081421132,"x"
"431",17223.2512744135,-13712.1669591804,"x"
"432",16448.9979513924,-12853.0269453404,"x"
"433",15521.3989885739,-10405.576423014,"x"
"434",10588.9336921186,3488.77369347879,"x"
"435",15983.1513490346,-11583.2112510129,"x"
"436",14475.285535595,-5330.04471611852,"x"
"437",13840.518500364,-6678.16626274448,"x"
"438",13957.7472617225,-5289.32894160098,"x"
"439",13414.7475416243,-3705.73386002487,"x"
"440",14151.46852773,-6326.6268931191,"x"
"441",15531.6332574164,-11677.0775820694,"x"
"442",16616.5194764283,-12229.0218266922,"x"
"443",18491.5861955925,-16759.2953226976,"x"
"444",16924.4786998212,-13132.5611143366,"x"
"445",12987.8124888515,-2642.96056412212,"x"
"446",16832.0240655635,-14170.7076807956,"x"
"447",15031.2964416618,-8766.96806499415,"x"
"448",13758.2786556103,-6410.52741616314,"x"
"449",17521.0601603523,-15200.6656611197,"x"
"450",18005.7854106266,-16280.1554819377,"x"
"451",15313.8852817234,-10694.838242541,"x"
"452",15463.7040350483,-9984.01669895807,"x"
"453",15906.6534393456,-11969.1840222101,"x"
"454",11733.2655940079,-600.825191055397,"x"
"455",15593.077990754,-10012.7802081001,"x"
"456",15512.4447188795,-10377.378972377,"x"
"457",14722.2363163843,-8378.50524936587,"x"
"458",17442.3931572205,-14456.8233411454,"x"
"459",14097.2046356451,-6804.83149590255,"x"
"460",12872.8796033078,-4357.89983251401,"x"
"461",16337.1110161451,-11464.8324509917,"x"
"462",12848.5303351323,-3017.92386262048,"x"
"463",15298.7534528958,-8962.26510019728,"x"
"464",13690.9746070348,-5813.26835111319,"x"
"465",16478.9569737561,-12945.286666057,"x"
"466",14464.8708252344,-7107.32935425238,"x"
"467",13928.0694128818,-5176.37184318032,"x"
"468",17448.5037682859,-14059.3800589414,"x"
"469",14541.2397100878,-7303.75450011786,"x"
"470",16752.4023531579,-13194.4441439405,"x"
"471",16433.6234975717,-12052.2760599243,"x"
"472",16681.3699516295,-13342.7483393581,"x"
"473",16080.490605116,-11919.1534249718,"x"
"474",16422.6616486391,-13805.2234788996,"x"
"475",17959.3550267244,-16740.7585880099,"x"
"476",16329.3985527472,-12310.2945476595,"x"
"477",18223.6265393801,-16611.9079702176,"x"
"478",14538.4918734644,-9420.08840251486,"x"
"479",13911.4615932434,-5405.30810122732,"x"
"480",16486.6976526087,-12244.5138279514,"x"
"481",16258.9600364718,-12333.0379537053,"x"
"482",18097.3382886542,-15926.3328542415,"x"
"483",17091.9413083763,-14317.9289206873,"x"
"484",15775.5162266071,-11581.1732738575,"x"
"485",18304.1689669108,-17011.9394369337,"x"
"486",14165.3244269869,-6532.48591076512,"x"
"487",16402.4745856797,-12133.4094441653,"x"
"488",13039.5127865526,-2163.94706142524,"x"
"489",12532.5838654451,-3545.09128074459,"x"
"490",18878.847238684,-18064.5556666137,"x"
"491",13604.7565951234,-5166.55448741638,"x"
"492",13576.7340727882,-4610.29103422528,"x"
"493",15348.6702031125,-9955.12500774033,"x"
"494",15382.6005924791,-9715.640861164,"x"
"495",16255.1602935092,-11738.5507439883,"x"
"496",11289.4253203037,-284.684045535801,"x"
"497",17622.673613078,-14499.3029506827,"x"
"498",11559.8534572743,2131.41315181051,"x"
"499",16015.8435551339,-10657.9885725941,"x"
"500",12206.3060587789,-2107.24134877664,"x"
"501",17954.5327186253,-15513.7703217537,"x"
"502",17961.9874777795,-16019.6383901443,"x"
"503",16374.3325484265,-14175.8959549704,"x"
"504",17083.8868373502,-14029.6670368614,"x"
"505",16404.3192228853,-12076.4404227235,"x"
"506",15995.3595446122,-11588.8685473262,"x"
"507",15389.2603540713,-9497.916942866,"x"
"508",16373.4501426022,-11833.1505797343,"x"
"509",17261.7686299035,-14467.7011614345,"x"
"510",15652.1612263238,-10491.1829343376,"x"
"511",15785.7157158502,-10195.8718923935,"x"
"512",14056.0058129236,-6796.59186979387,"x"
"513",15980.1702043422,-11256.2413670832,"x"
"514",13652.8566563798,-7549.14147738562,"x"
"515",14371.6187909313,-7775.11561206967,"x"
"516",15417.0381926767,-10527.7456751004,"x"
"517",14325.9441446476,-6592.39535896084,"x"
"518",15211.903967457,-8723.85067236893,"x"
"519",13877.0032893737,-5908.71300202827,"x"
"520",16267.6533348829,-11527.8516564722,"x"
"521",11582.2697345172,-1435.83849082974,"x"
"522",16322.2390943981,-12364.942598491,"x"
"523",18760.5484546357,-17767.3401381307,"x"
"524",14021.6361719321,-7774.99206555347,"x"
"525",15684.0515729415,-9908.58475892668,"x"
"526",14904.8310482198,-10100.7386258791,"x"
"527",16139.1528593191,-11248.6094822587,"x"
"528",14762.7711844982,-7639.56431880694,"x"
"529",11907.6682320162,1632.51322917412,"x"
"530",15559.8121898477,-9907.29146655462,"x"
"531",15813.4997025673,-11154.08795424,"x"
"532",12756.8423258737,-2022.06374204244,"x"
"533",14866.954770885,-9081.12036602185,"x"
"534",15598.2709840031,-11562.6009781521,"x"
"535",14737.7580517133,-8585.69187108533,"x"
"536",15941.3154732895,-11657.2925599073,"x"
"537",13918.8263860524,-7578.88931098554,"x"
"538",14840.4450857747,-8259.57643529921,"x"
"539",14816.1413479141,-8739.68002632985,"x"
"540",17341.4342590531,-14225.1927506492,"x"
"541",17972.6867711378,-16104.5643529808,"x"
"542",12333.626783898,-3789.72479689916,"x"
"543",15946.9350304583,-11818.3724874074,"x"
"544",15407.5251902681,-10475.8359174785,"x"
"545",13555.05450386,-2589.62412943376,"x"
"546",16205.7375915465,-11490.8288093744,"x"
"547",12687.0079540382,-2324.18153420191,"x"
"548",17724.5277198696,-13918.6664377699,"x"
"549",13157.701023516,-3508.65220139741,"x"
"550",14099.4183957015,-5363.72656323813,"x"
"551",12495.110221481,-1242.91772719857,"x"
"552",14152.4775943858,-6840.86325906287,"x"
"553",17949.5355048124,-16270.5083588986,"x"
"554",14582.7821696169,-9310.77679491182,"x"
"555",16387.6677252102,-12338.9296914186,"x"
"556",16208.8158003316,-11727.7660287193,"x"
"557",13785.5269960213,-7178.24309267586,"x"
"558",13680.1759892141,-5282.91380889142,"x"
"559",18232.0990951229,-16214.5258214022,"x"
"560",12751.7103154301,-1061.47850593286,"x"
"561",13559.367438244,-5728.02879730401,"x"
"562",16906.6486126321,-15128.1825612511,"x"
"563",16641.0712095501,-12444.2453435347,"x"
"564",18240.5377424576,-16658.8646114157,"x"
"565",18482.5487442107,-16637.9131791601,"x"
"566",17945.4808158897,-15568.9847099392,"x"
"567",14359.390829382,-6084.34512208086,"x"
"568",14562.1018368273,-6322.8104549349,"x"
"569",17287.5187366564,-14348.115048614,"x"
"570",16245.5213067543,-12482.0194631245,"x"
"571",16357.7985454509,-12763.832564899,"x"
"572",17995.1618546943,-15577.8258940416,"x"
"573",15703.9230411237,-11566.8871335849,"x"
"574",18418.1147251714,-16373.4570146619,"x"
"575",12714.3455930038,-3424.49812607717,"x"
"576",16743.0472427732,-13965.2219838537,"x"
"577",12793.0898320048,-3442.31049483156,"x"
"578",16312.1682919012,-12621.6641346531,"x"
"579",17666.2427890393,-15321.1824605172,"x"
"580",16260.3566338885,-12099.0538645543,"x"
"581",16560.6390640459,-12303.2518304048,"x"
"582",15110.2289874817,-8141.13027040429,"x"
"583",11879.076500187,-1271.8623187947,"x"
"584",13443.0393093276,-5361.91766782482,"x"
"585",16953.7265856638,-14005.8401382656,"x"
"586",10327.8875731242,6228.8521417182,"x"
